cellType.target,rank_ratio,gene,Symbol,mean.nextHighest,cellType.nextHighest,ratio,std.logFC,genecards_url,region
Ambig,1,ENSG00000280441,FP236383.1,2.134499383085884,Astro,0.9430881996497952,-0.22435362300245135,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FP236383.1,broad
Ambig,2,ENSG00000038382,TRIO,3.2922861242899377,OPC,0.8954362011822475,0.3993121153077816,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIO,broad
Ambig,3,ENSG00000251562,MALAT1,8.711379572865441,Astro,0.8940697340769928,-0.49154848357676034,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1,broad
Ambig,4,ENSG00000177103,DSCAML1,3.2232772112290573,Oligo,0.8279674435424511,-0.2323146686930381,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAML1,broad
Ambig,5,ENSG00000183715,OPCML,5.9672517061115204,OPC,0.804777452406835,-0.007799462618433412,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPCML,broad
Astro,1,ENSG00000164089,ETNPPL,0.02729804807383798,Inhib,83.5147942928138,2.479528567915828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETNPPL,broad
Astro,2,ENSG00000251372,LINC00499,0.028775237607915113,Oligo,56.54440128467352,1.6838676890310176,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00499,broad
Astro,3,ENSG00000072952,MRVI1,0.02758498538516304,Inhib,51.20591704312089,2.3122435528163714,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRVI1,broad
Astro,4,ENSG00000152661,GJA1,0.037509287566440806,Micro,47.31581892011311,2.266389667023797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1,broad
Astro,5,ENSG00000124145,SDC4,0.018629091633390667,Oligo,47.191380670441184,2.056459404512441,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4,broad
Excit,1,ENSG00000236451,AC067956.1,0.049341220197016075,Inhib,28.00015456681467,2.4650760494957313,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AC067956.1,broad
Excit,2,ENSG00000104888,SLC17A7,0.05963553927655291,Inhib,21.76026643754897,4.877742929755854,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A7,broad
Excit,3,ENSG00000239498,AC019211.1,0.08229655915018677,Ambig,18.87185141807573,2.3611852628258396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AC019211.1,broad
Excit,4,ENSG00000259823,LYPD8,0.028253464056779913,Inhib,15.155220786694382,2.4172837538550627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPD8,broad
Excit,5,ENSG00000216863,LY86-AS1,0.17238697881102727,Micro,12.651525198579321,3.202686434442652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY86-AS1,broad
Inhib,1,ENSG00000231764,DLX6-AS1,0.030564049857526282,Ambig,60.21441304476239,2.099670337659058,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX6-AS1,broad
Inhib,2,ENSG00000136750,GAD2,0.042517989941106844,Excit,43.14609105879609,2.64564640901464,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD2,broad
Inhib,3,ENSG00000144596,GRIP2,0.07056123322121172,Excit,12.627127733305532,2.485428401024665,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIP2,broad
Inhib,4,ENSG00000151812,SLC35F4,0.2801883090462635,Excit,4.624299402608766,2.056691108415923,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F4,broad
Inhib,5,ENSG00000188042,ARL4C,0.21234635121689338,Excit,4.343508959216248,2.176596874139912,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL4C,broad
Micro,1,ENSG00000114013,CD86,0.008313676815306524,Inhib,203.71230142160644,2.7526493452491216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD86,broad
Micro,2,ENSG00000168329,CX3CR1,0.014461395884323236,Inhib,191.18920087249504,3.221667918418842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CR1,broad
Micro,3,ENSG00000242258,LINC00996,0.006976108065047314,Inhib,183.47539003049457,2.345346954941987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00996,broad
