"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"KEGG","1","hsa04060","Cytokine-cytokine receptor interaction","15/75","293/7921",7.14408678170635e-08,1.11447753794619e-05,1.03025251483555e-05,"3554/9173/8809/3579/3577/2919/4049/8794/8793/8797/355/94/7043/51330/3566",15
"MF","1","GO:0019955","cytokine binding","9/121","128/17158",3.01378938017026e-07,5.43489860035632e-05,4.99575557037942e-05,"IL1R1/IL1RL1/IL18R1/CXCR2/CXCR1/LRRC32/FZD4/ACVRL1/TGFB3",9
"MF","1","GO:0004896","cytokine receptor activity","8/121","96/17158",3.82739338053262e-07,5.43489860035632e-05,4.99575557037942e-05,"IL1R1/IL1RL1/IL18R1/CXCR2/CXCR1/GFRA1/FZD4/IL4R",8
"BP","1","GO:0045765","regulation of angiogenesis","13/121","362/17811",1.10605041199153e-06,0.00236362973042591,0.00196411267897865,"MIR34A/EPHA2/CHI3L1/CXCR2/NOS3/ANGPT2/MIR126/MMRN2/ACVRL1/FLT1/COL4A2/TNFRSF12A/CDH5",13
"MF","1","GO:0140375","immune receptor activity","8/121","123/17158",2.53770063004281e-06,0.000240235659644053,0.00022082447587741,"IL1R1/IL1RL1/IL18R1/CXCR2/CXCR1/GFRA1/FZD4/IL4R",8
"BP","1","GO:1901342","regulation of vasculature development","13/121","400/17811",3.33073912308732e-06,0.0035588947530188,0.00295734573718332,"MIR34A/EPHA2/CHI3L1/CXCR2/NOS3/ANGPT2/MIR126/MMRN2/ACVRL1/FLT1/COL4A2/TNFRSF12A/CDH5",13
"KEGG","1","hsa04061","Viral protein interaction with cytokine and cytokine receptor","8/75","98/7921",3.51068921409233e-06,0.000273833758699202,0.00025313916964771,"8809/3579/3577/2919/4049/8794/8793/8797",8
"BP","1","GO:0002683","negative regulation of immune system process","13/121","430/17811",7.28993448783716e-06,0.00371388086274089,0.00308613502226135,"MIR34A/RUNX3/SLAMF8/IL1RL1/CXCR2/SERPINB9/NLRP6/LRRC32/ZBTB16/IRAK3/TGFB3/IL4R/SEC14L1",13
"BP","1","GO:0050900","leukocyte migration","13/121","431/17811",7.47398580660477e-06,0.00371388086274089,0.00308613502226135,"SLAMF8/IL1R1/CXCR2/CXCR1/CXCL1/ITGA1/ANGPT2/TNFRSF10D/TNFRSF10A/FLT1/SLC7A5/PECAM1/FFAR2",13
"BP","1","GO:0042088","T-helper 1 type immune response","5/121","43/17811",1.04273678879014e-05,0.00371388086274089,0.00308613502226135,"IL1R1/IL1RL1/IL18R1/IL4R/BCL3",5
"BP","1","GO:0045601","regulation of endothelial cell differentiation","5/121","43/17811",1.04273678879014e-05,0.00371388086274089,0.00308613502226135,"MIR34A/NOTCH4/APOLD1/ACVRL1/CDH5",5
"BP","1","GO:1990266","neutrophil migration","7/121","115/17811",1.34007777250471e-05,0.00387692859632088,0.00322162329975289,"SLAMF8/IL1R1/CXCR2/CXCR1/CXCL1/ITGA1/PECAM1",7
"BP","1","GO:0001655","urogenital system development","11/121","330/17811",1.55723171363646e-05,0.00387692859632088,0.00322162329975289,"NID1/CXCR2/KLF15/PODXL/ANGPT2/ZBTB16/COL4A1/SMAD6/ALOX15B/PECAM1/JMJD6",11
"BP","1","GO:0002697","regulation of immune effector process","12/121","396/17811",1.63277292311127e-05,0.00387692859632088,0.00322162329975289,"FGR/SLAMF8/IL1R1/IL18R1/SERPINB9/LTA/IRAK3/TGFB3/FES/IL4R/SEC14L1/FFAR2",12
"BP","1","GO:1904018","positive regulation of vasculature development","9/121","221/17811",2.01046318314871e-05,0.00429635982238879,0.00357015935786513,"MIR34A/CHI3L1/CXCR2/NOS3/ANGPT2/MIR126/ACVRL1/FLT1/CDH5",9
"BP","1","GO:0031589","cell-substrate adhesion","11/121","348/17811",2.54336197318483e-05,0.00494105866972363,0.00410588674522757,"NID1/ITGA1/NEDD9/ANGPT2/MMRN2/FZD4/VWF/ACVRL1/SMAD6/TNFRSF12A/PECAM1",11
"BP","1","GO:0002825","regulation of T-helper 1 type immune response","4/121","27/17811",3.15155324481688e-05,0.00518641218786859,0.00430976891408729,"IL1R1/IL1RL1/IL18R1/IL4R",4
"BP","1","GO:0072001","renal system development","10/121","293/17811",3.15504718962525e-05,0.00518641218786859,0.00430976891408729,"NID1/CXCR2/KLF15/PODXL/ANGPT2/ZBTB16/COL4A1/SMAD6/PECAM1/JMJD6",10
"BP","1","GO:0097530","granulocyte migration","7/121","138/17811",4.35791737753007e-05,0.00665204959698698,0.00552767414728815,"SLAMF8/IL1R1/CXCR2/CXCR1/CXCL1/ITGA1/PECAM1",7
"BP","1","GO:0045766","positive regulation of angiogenesis","8/121","197/17811",6.01460682862252e-05,0.00795017242016876,0.00660637926893318,"CHI3L1/CXCR2/NOS3/ANGPT2/MIR126/ACVRL1/FLT1/CDH5",8
"BP","1","GO:0046632","alpha-beta T cell differentiation","6/121","100/17811",6.14739726989726e-05,0.00795017242016876,0.00660637926893318,"RUNX3/IL18R1/ZBTB16/BATF/IL4R/BCL3",6
"BP","1","GO:0032835","glomerulus development","5/121","62/17811",6.32442354435512e-05,0.00795017242016876,0.00660637926893318,"NID1/KLF15/PODXL/ANGPT2/PECAM1",5
"BP","1","GO:0050777","negative regulation of immune response","7/121","149/17811",7.09239310551546e-05,0.00842024670360363,0.00699699834444712,"SLAMF8/IL1RL1/SERPINB9/NLRP6/IRAK3/TGFB3/IL4R",7
"BP","1","GO:0097529","myeloid leukocyte migration","8/121","204/17811",7.68396134447773e-05,0.00864243441744679,0.0071816303535368,"SLAMF8/IL1R1/CXCR2/CXCR1/CXCL1/ITGA1/FLT1/PECAM1",8
