"gencodeID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensemblID","gene_type","EntrezID"
"ENSG00000116745.6","RPE65",4.40532720768601,-0.455987517715211,46.6231782349585,0,0,785.055028400168,"ENSG00000116745","protein_coding",6121
"ENSG00000143333.6","RGS16",4.69534078853134,2.44688010286507,48.4941445174292,0,0,833.138141047849,"ENSG00000143333","protein_coding",6004
"ENSG00000133067.17","LGR6",4.21224549520163,-0.562092713204183,45.7590585742557,0,0,762.92823985326,"ENSG00000133067","protein_coding",59352
"ENSG00000132031.12","MATN3",3.00563225949619,0.613459861108086,46.2776310270828,0,0,776.194910729379,"ENSG00000132031","protein_coding",4148
"ENSG00000186684.12","CYP27C1",4.15221972998288,-0.915897370628922,45.2211694347128,0,0,749.14547238302,"ENSG00000186684","protein_coding",339761
"ENSG00000163377.15","FAM19A4",3.10216111882253,0.949940369950269,46.053512666351,0,0,770.505417942378,"ENSG00000163377","protein_coding",151647
"ENSG00000168779.19","SHOX2",8.93479187110468,-4.25199284431263,106.616811974473,0,0,2195.46683202276,"ENSG00000168779","protein_coding",6474
"ENSG00000164199.15","ADGRV1",-3.85999177620615,8.2583902168082,-50.2898283343229,0,0,879.248848714692,"ENSG00000164199","protein_coding",84059
"ENSG00000215045.8","GRID2IP",3.52714222802136,0.689624845724435,48.3792131970854,0,0,830.097074270152,"ENSG00000215045","protein_coding",392862
"ENSG00000164825.3","DEFB1",4.62800213443277,-5.06910460349919,47.3617086144146,0,0,802.073933549881,"ENSG00000164825","protein_coding",1672
"ENSG00000148488.15","ST8SIA6",2.67436425628855,1.44677191084383,47.3392460114933,0,0,803.428158729784,"ENSG00000148488","protein_coding",338596
"ENSG00000148737.16","TCF7L2",3.62445360728658,3.91009743350488,61.0098653401004,0,0,1153.83073323355,"ENSG00000148737","protein_coding",6934
"ENSG00000176165.10","FOXG1",-7.29308066655735,5.48356223882132,-52.9079732972885,0,0,943.101922924004,"ENSG00000176165","protein_coding",2290
"ENSG00000165588.16","OTX2",7.62869987922424,-3.27937071002243,63.7868195813435,0,0,1223.54887615857,"ENSG00000165588","protein_coding",5015
"ENSG00000099994.10","SUSD2",3.47584001344855,0.146758908634133,45.8369001237407,0,0,764.917733436442,"ENSG00000099994","protein_coding",56241
"ENSG00000187783.11","TMEM72",5.13201658982326,-3.18805942386936,43.3412693724002,9.58288583627119e-311,1.56596333171967e-307,701.055581148992,"ENSG00000187783","protein_coding",643236
"ENSG00000115129.13","TP53I3",2.39530045470649,1.0334533159374,43.1555381863826,1.06767069203261e-308,1.64207752434615e-305,696.696011170491,"ENSG00000115129","protein_coding",9540
"ENSG00000181418.7","DDN",-4.50920896251406,7.94367993180016,-43.057623147884,1.27921573701511e-307,1.8581319255554e-304,694.246892129055,"ENSG00000181418","protein_coding",23109
"ENSG00000231359.3","AC072052.7",3.60206051774506,-2.01402536965065,42.6168405236117,9.04902457973307e-303,1.24524103506158e-299,682.701923176181,"ENSG00000231359","processed_pseudogene",NA
"ENSG00000257126.5","FOXG1-AS1",-5.1909300449941,1.4819520641143,-42.37962088965,3.65392707746543e-300,4.77677886837056e-297,673.398488421797,"ENSG00000257126","antisense",NA
"ENSG00000138795.9","LEF1",2.2455962107433,2.48902950302593,40.172695807864,4.59694850605702e-276,5.7234197923508e-273,621.744268207677,"ENSG00000138795","protein_coding",51176
"ENSG00000168505.6","GBX2",5.24491903097071,-2.90878275157352,39.9697234808822,7.31362791852546e-274,8.69191434353485e-271,616.457800371812,"ENSG00000168505","protein_coding",2637
"ENSG00000173218.14","VANGL1",2.17540891067402,2.22138968533511,39.5584286128534,2.07474831844163e-269,2.35853780582499e-266,606.438199315002,"ENSG00000173218","protein_coding",81839
"ENSG00000231764.8","DLX6-AS1",-5.6792976011398,5.87118568915179,-39.3624418923523,2.72050888126358e-267,2.96376771706323e-264,601.011164072678,"ENSG00000231764","antisense",NA
"ENSG00000180660.7","MAB21L1",3.31021116114173,-1.18930887936037,39.3284971385171,6.32635471232995e-267,6.61635481234315e-264,600.526710579731,"ENSG00000180660","protein_coding",4081
