"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","1","GO:0097060","synaptic membrane","48/397","400/14524",3.52642592547252e-18,1.41057037018901e-15,1.13588035073115e-15,"CAMK2N1/OPRD1/KCNH1/LRRTM4/ERBB4/GABRA2/GABRA4/GABRB1/GRIA2/HOMER1/SYNPO/RIMS1/CNR1/DAGLB/DLGAP2/PSD3/LZTS1/RIMS2/UNC13B/NEURL1/SLC1A2/LRRC4C/CHRM1/PDE2A/DLG2/HTR3A/NRGN/ARHGAP32/PTPRO/DDN/GRASP/ANKS1B/PCDH8/GPHN/SIPA1L1/GABRG3/NTRK3/CACNG3/PRRT2/GRIN2C/BAIAP2/NETO1/LZTS3/RIMS4/KCNJ4/CNKSR2/DRP2/GRIA3",48
"CC","1","GO:0098984","neuron to neuron synapse","42/397","349/14524",4.65178230290009e-16,8.51950465393525e-14,6.86044322132681e-14,"PRKCZ/KCNAB2/CAMK2N1/OPRD1/KCNH1/BCL11A/ERBB4/TNIK/SEPTIN11/GRIA2/HOMER1/SYNPO/DLGAP2/PSD3/LZTS1/UNC13B/PSD/NEURL1/LRRC4C/DGKZ/CHRM1/SYT12/DLG2/RPS25/NRGN/ARHGAP32/PTPRO/GRASP/ANKS1B/AKAP5/GPHN/SIPA1L1/CACNG3/PRRT2/RPL38/GRIN2C/BAIAP2/NETO1/CRTC1/LZTS3/CNKSR2/DRP2",42
"CC","1","GO:0045211","postsynaptic membrane","39/397","304/14524",6.38962849045144e-16,8.51950465393525e-14,6.86044322132681e-14,"CAMK2N1/OPRD1/KCNH1/LRRTM4/ERBB4/GABRA2/GABRA4/GABRB1/GRIA2/HOMER1/SYNPO/DAGLB/DLGAP2/PSD3/LZTS1/NEURL1/LRRC4C/CHRM1/DLG2/HTR3A/NRGN/ARHGAP32/PTPRO/GRASP/ANKS1B/PCDH8/GPHN/SIPA1L1/GABRG3/NTRK3/CACNG3/PRRT2/GRIN2C/NETO1/LZTS3/KCNJ4/CNKSR2/DRP2/GRIA3",39
"CC","1","GO:0099572","postsynaptic specialization","41/397","343/14524",1.35016982475849e-15,1.35016982475849e-13,1.08724201677921e-13,"PRKCZ/KCNAB2/CAMK2N1/OPRD1/KCNH1/BCL11A/ERBB4/TNIK/GABRA4/SEPTIN11/GRIA2/HOMER1/SYNPO/DLGAP2/PSD3/LZTS1/PSD/NEURL1/LRRC4C/DGKZ/CHRM1/DLG2/RPS25/NRGN/ARHGAP32/PTPRO/GRASP/ANKS1B/AKAP5/GPHN/SIPA1L1/CACNG3/PRRT2/RPL38/GRIN2C/BAIAP2/NETO1/CRTC1/LZTS3/CNKSR2/DRP2",41
"CC","1","GO:0014069","postsynaptic density","39/397","324/14524",5.50975440411142e-15,4.40780352328913e-13,3.54944178454335e-13,"PRKCZ/KCNAB2/CAMK2N1/OPRD1/KCNH1/BCL11A/ERBB4/TNIK/GRIA2/HOMER1/SYNPO/DLGAP2/PSD3/LZTS1/PSD/NEURL1/LRRC4C/DGKZ/CHRM1/DLG2/RPS25/NRGN/ARHGAP32/PTPRO/GRASP/ANKS1B/AKAP5/GPHN/SIPA1L1/CACNG3/PRRT2/RPL38/GRIN2C/BAIAP2/NETO1/CRTC1/LZTS3/CNKSR2/DRP2",39
"CC","1","GO:0032279","asymmetric synapse","39/397","328/14524",8.30117586579661e-15,5.5341172438644e-13,4.45642072795397e-13,"PRKCZ/KCNAB2/CAMK2N1/OPRD1/KCNH1/BCL11A/ERBB4/TNIK/GRIA2/HOMER1/SYNPO/DLGAP2/PSD3/LZTS1/PSD/NEURL1/LRRC4C/DGKZ/CHRM1/DLG2/RPS25/NRGN/ARHGAP32/PTPRO/GRASP/ANKS1B/AKAP5/GPHN/SIPA1L1/CACNG3/PRRT2/RPL38/GRIN2C/BAIAP2/NETO1/CRTC1/LZTS3/CNKSR2/DRP2",39
"CC","1","GO:0098978","glutamatergic synapse","34/397","340/14524",6.2475242405347e-11,3.57001385173411e-09,2.87480062797536e-09,"PRKCZ/HPCA/ERBB4/WNT7A/EPHB1/TNIK/CPLX1/SEPTIN11/SPARCL1/HOMER1/CAMK4/SYNPO/CNR1/DGKB/UNC13B/SLC1A2/LRRC4C/DGKZ/CHRM1/DLG2/HTR3A/NRGN/PTPRO/GRASP/PCDH8/ACTN1/NTRK3/CACNG3/GRIN2C/BAIAP2/NETO1/CRTC1/CNKSR2/DRP2",34
"BP","1","GO:0050804","modulation of chemical synaptic transmission","36/376","405/13901",3.32142041896131e-10,5.98672173214161e-07,5.74967850847671e-07,"PRKCZ/WNT7A/EPHB1/CPLX1/PLK2/HOMER1/MCTP1/SYNPO/HRH2/RIMS1/CNR1/NR2E1/PRKN/DGKB/LZTS1/RIMS2/UNC13B/NEURL1/LRRC4C/SYT12/NRGN/CACNB3/JPH4/SIPA1L1/ITPKA/RAB26/PRKCB/CACNG3/PRRT2/JPH3/GRIN2C/BAIAP2/NETO1/CRTC1/RIMS4/SEPTIN5",36
"BP","1","GO:0099177","regulation of trans-synaptic signaling","36/376","406/13901",3.55611626500838e-10,5.98672173214161e-07,5.74967850847671e-07,"PRKCZ/WNT7A/EPHB1/CPLX1/PLK2/HOMER1/MCTP1/SYNPO/HRH2/RIMS1/CNR1/NR2E1/PRKN/DGKB/LZTS1/RIMS2/UNC13B/NEURL1/LRRC4C/SYT12/NRGN/CACNB3/JPH4/SIPA1L1/ITPKA/RAB26/PRKCB/CACNG3/PRRT2/JPH3/GRIN2C/BAIAP2/NETO1/CRTC1/RIMS4/SEPTIN5",36
"BP","1","GO:0048167","regulation of synaptic plasticity","23/376","179/13901",5.44652175899586e-10,6.11281292084635e-07,5.87077713811764e-07,"PRKCZ/PLK2/MCTP1/SYNPO/HRH2/RIMS1/NR2E1/LZTS1/RIMS2/UNC13B/NEURL1/SYT12/NRGN/JPH4/SIPA1L1/ITPKA/PRRT2/JPH3/GRIN2C/BAIAP2/NETO1/CRTC1/RIMS4",23
