"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"0",0,0,0,0,0,0,0,0,0
"0.01",2.91733479929057e-07,2.60035309951334e-08,2.36742847548044e-09,5.48738710026697e-08,4.88679818833049e-09,4.44583481140626e-10,9.34659116769154e-09,8.32217184054684e-10,7.5701445112486e-11
"0.02",1.21226498972504e-06,1.08412103516642e-07,9.89671733453434e-09,2.21100271202701e-07,1.97024703219029e-08,1.79337777961308e-09,3.74329277574859e-08,3.33337191182892e-09,3.03241876054017e-10
"0.03",2.90441492012405e-06,2.61173132121151e-07,2.39491236841971e-08,5.03539134610875e-07,4.49178485517621e-08,4.09204414797415e-09,8.43989248489052e-08,7.51699791301519e-09,6.8393224417207e-10
"0.04",5.62992583530431e-06,5.10172053824753e-07,4.70764671689494e-08,9.10443460844235e-07,8.1334478485573e-08,7.41847072660562e-09,1.50478526195208e-07,1.34057341893978e-08,1.21996590607409e-09
"0.05",9.80845913678419e-06,8.9766048838591e-07,8.35031653823037e-08,1.45369322268607e-06,1.30110422769114e-07,1.18855196795664e-08,2.3600083598474e-07,2.10314488047203e-08,1.91443250141532e-09
"0.06",1.60794373542661e-05,1.48946714828568e-06,1.39927137210449e-07,2.14913141227679e-06,1.92797535714107e-07,1.76450124511618e-08,3.41391710567684e-07,3.04354136337892e-08,2.77133538340024e-09
"0.07",2.53948781514524e-05,2.3861856258689e-06,2.26793579916063e-07,3.01701101745877e-06,2.71391398465326e-07,2.48930976942674e-08,4.67175816587506e-07,4.16685308479714e-08,3.79561693186758e-09
"0.08",3.91550083440606e-05,3.74015893001012e-06,3.60284789890919e-07,4.08256454142997e-06,3.68395503658192e-07,3.38771977137498e-08,6.1397916584216e-07,5.47916116921954e-08,4.99318708602203e-09
"0.09",5.9403111259293e-05,5.7809620062077e-06,5.65402078711585e-07,5.37671073397306e-06,4.86901723051325e-07,4.49047851125428e-08,7.82532138088321e-07,6.98757101069702e-08,6.37095942668253e-09
"0.1",8.91019814832639e-05,8.85332530975447e-06,8.80714539852612e-07,6.93691655295758e-06,6.30689597325151e-07,5.83543082743887e-08,9.73673003668019e-07,8.70025121946227e-08,7.93689280964571e-09
"0.11",0.000132521718704814,1.3473178860024e-05,1.36564554475971e-06,8.80823606996817e-06,8.04347561333962e-07,7.46886604785502e-08,1.18835196494249e-06,1.06264783972243e-07,9.70003877220904e-09
"0.12",0.000195777449379042,2.04098936282815e-05,2.11160606944372e-06,1.10445521412927e-05,1.01341988156811e-06,9.44716797013356e-08,1.42763573107718e-06,1.27766879631785e-07,1.16705961561436e-08
