"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","POU4F1+ Hb Nuclei","Non-Fluoro Nuclei","CRH+ Nuclei","CRH+ POU4F1-","MCOLN+POU4F1-","MCOLN3+ Nuclei","ESRP1+ Nuclei","ESRP1+POUF41-","CRH+MCOLN3+","CRH+MOCLN3+POU4F1-","CRH+ESRP1+","CRH+ESRP1+POU4F1-","MCOLN3+ESRP1+","MCOLN3+ESRP1+POU4F1-","CRH+MCOLN3+ESRP1+","CRH+MCOLN3+ESRP1+POU4F1-","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","CRH - 570 Copies","CRH - 570 Area (µm²)","CRH - 570 Classification","CRH - 570 Cell Intensity","CRH - 570 Avg Intensity","MCOLN3 - 620 Copies","MCOLN3 - 620 Area (µm²)","MCOLN3 - 620 Classification","MCOLN3 - 620 Cell Intensity","MCOLN3 - 620 Avg Intensity","ESRP1 - 690 Copies","ESRP1 - 690 Area (µm²)","ESRP1 - 690 Classification","ESRP1 - 690 Cell Intensity","ESRP1 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","0","3014","3047","3833","3857","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2571.489","0","426.31085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.305786","68.31251","33.993275","27.621359","0.722202"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","1","3029","3054","3850","3875","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1740.8148","0","431.5598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.4197","50.98991","29.429792","25.46344","0.773462"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","2","3000","3028","3849","3874","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","3001.492","0","440.7675","0","0","0","0","0","2","1.257285","1","977.42303","777.4074","0","0","0","0","0","2","1.164153","1","748.92303","643.32","96.019356","69.89576","26.123598","23.737104","0.783344"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","3","3350","3381","3855","3883","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2745.2915","0","344.30984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.69136","89.267265","44.424088","29.347694","0.862591"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","4","3057","3082","3855","3877","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","653.24554","0","117.94567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.16242","63.42307","15.739351","17.694933","0.758369"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","5","3098","3131","3880","3915","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2586.3867","0","408.07532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164.51813","102.631744","61.886387","37.1162","0.865828"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","6","3059","3085","3907","3931","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","369.8337","0","115.72177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.17413","68.45221","20.721928","19.852852","0.850321"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","7","3014","3042","3945","3977","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2136.581","0","424.32166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.41766","75.856224","42.561443","28.91611","0.779533"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","8","3000","3030","3963","3986","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3238.357","0","326.35974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.291725","64.07499","26.21673","23.305521","0.687534"
"\\10.17.9.46\Neural_Plasticity\Molecular_Profiling\Habenula\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel2_Images\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","9","3091","3119","4007","4036","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3284.3171","0","384.6078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.86121","83.586205","36.275013","26.758192","0.801285"
